slug,ticker,title,url,publish_date,publish_time
bny,BNY,Vikram Malhotra Elected to the Board of Directors of BNY,https://www.bny.com/content/bnymellon/global/en/about-us/newsroom/press-release/vikram-malhotra-elected-to-the-board-of-directors-of-bny-130475.html,2026-08-13,
centene,CNC,Sunflower Health Plan Maintains Strong Member Satisfaction Ratings in Annual LTSS Survey,https://investors.centene.com/2026-08-13-Sunflower-Health-Plan-Maintains-Strong-Member-Satisfaction-Ratings-in-Annual-LTSS-Survey,2026-08-13,8:30 AM EDT
centene,CNC,MHS Serves Announces Recipients of over $2 Million Investment in Hoosier Employment,https://investors.centene.com/2026-08-13-MHS-Serves-Announces-Recipients-of-over-2-Million-Investment-in-Hoosier-Employment,2026-08-13,9:30 AM EDT
centene,CNC,Carolina Complete Health Supports Young Leaders Through AMEXCAN Summer Camp,https://investors.centene.com/2026-08-13-Carolina-Complete-Health-Supports-Young-Leaders-Through-AMEXCAN-Summer-Camp,2026-08-13,11:40 AM EDT
centene,CNC,"Sixty Compton, California Students to be Selected for Leadership and Health Advocacy Training, Powered by Health Net's $412,000 Investment","https://investors.centene.com/2026-08-13-Sixty-Compton,-California-Students-to-be-Selected-for-Leadership-and-Health-Advocacy-Training,-Powered-by-Health-Nets-412,000-Investment",2026-08-13,2:16 PM EDT
chipotle,CMG,CHIPOTLE DEBUTS IN SAUDI ARABIA WITH FIRST RESTAURANT IN RIYADH,https://ir.chipotle.com/2026-08-13-CHIPOTLE-DEBUTS-IN-SAUDI-ARABIA-WITH-FIRST-RESTAURANT-IN-RIYADH,2026-08-13,
cme,CME,CME Group Foundation Invests $360K in First-Generation Illinois Scholars,https://www.cmegroup.com/content/cmegroup/en/media-room/press-releases/2026/8/13/cme_group_foundationinvests360kinfirst-generationillinoisscholar.html,2026-08-13,
ibm,IBM,IBM Partners with OpenAI to Accelerate Secure AI Deployment for Enterprises Across Core Operations,https://newsroom.ibm.com/2026-08-13-ibm-partners-with-openai-to-accelerate-secure-ai-deployment-for-enterprises-across-core-operations,2026-08-13,
lam-research,LRCX,"Lam Research Announces Plans to Invest More than $3B to Expand Global Lab Network, Increase Innovation Velocity in the AI Era","https://newsroom.lamresearch.com/2026-08-13-Lam-Research-Announces-Plans-to-Invest-More-than-3B-to-Expand-Global-Lab-Network,-Increase-Innovation-Velocity-in-the-AI-Era",2026-08-13,
sandisk,SNDK,Sandisk Details Growth Strategy and Long-Term Financial Model at 2026 Investor Day,https://investor.sandisk.com/news-releases/news-release-details/sandisk-details-growth-strategy-and-long-term-financial-model,2026-08-13,
