slug,ticker,title,url,publish_date,publish_time
apollo,APO,Apollo Provides €900 Million Refinancing for Pan-European Logistics and Industrial Portfolio Owned by Cerberus and Arrow Capital Partners,https://ir.apollo.com/news-events/press-releases/detail/600/apollo-provides-900-million-refinancing-for-pan-european,2026-01-29,4:00am EST
centene,CNC,Meridian Health Plan of Illinois and Centene Foundation Award $2.2 Million Grant to Safer Foundation for Purchase and Renovation of Affordable Housing Building in Chicago,https://investors.centene.com/2026-01-29-Meridian-Health-Plan-of-Illinois-and-Centene-Foundation-Award-2-2-Million-Grant-to-Safer-Foundation-for-Purchase-and-Renovation-of-Affordable-Housing-Building-in-Chicago,2026-01-29,8:30 AM EST
gartner,IT,Gartner Appoints Professor Daniela Rus and Edward Bousa to Board of Directors,https://investor.gartner.com/news-releases/news-release-details/gartner-appoints-professor-daniela-rus-and-edward-bousa-board,2026-01-29,
lockheed-martin,LMT,Lockheed Martin Reports Fourth Quarter and Full Year 2025 Financial Results,https://news.lockheedmartin.com/2026-01-29-Lockheed-Martin-Reports-Fourth-Quarter-and-Full-Year-2025-Financial-Results,2026-01-29,
paramount,PSKY,Paramount Declares Quarterly Cash Dividend,https://ir.paramount.com/news-releases/news-release-details/paramount-declares-quarterly-cash-dividend-1,2026-01-29,
sandisk,SNDK,Kioxia and Sandisk Extend Yokkaichi Joint Venture Agreement Through 2034,https://investor.sandisk.com/news-releases/news-release-details/kioxia-and-sandisk-extend-yokkaichi-joint-venture-agreement,2026-01-29,
sandisk,SNDK,Sandisk Reports Fiscal Second Quarter 2026 Financial Results,https://investor.sandisk.com/news-releases/news-release-details/sandisk-reports-fiscal-second-quarter-2026-financial-results,2026-01-29,
teradyne,TER,"Teradyne and MultiLane Announce Formation of Joint Venture, MultiLane Test Products",https://investors.teradyne.com/news-events/press-releases/detail/432/teradyne-and-multilane-announce-formation-of-joint-venture-multilane-test-products,2026-01-29,4:35 pm EST
thermo-fisher,TMO,Thermo Fisher Scientific Reports Fourth Quarter and Full Year 2025 Results,https://ir.thermofisher.com/investors/news-events/news/news-details/2026/Thermo-Fisher-Scientific-Reports-Fourth-Quarter-and-Full-Year-2025-Results/default.aspx,2026-01-29,
virtu,VIRT,Virtu Announces Fourth Quarter 2025 Results,https://ir.virtu.com/news-releases/news-release-details/virtu-announces-fourth-quarter-2025-results,2026-01-29,
