slug,ticker,title,url,publish_date,publish_time
lockheed-martin,LMT,Sikorsky Ramps Up Production of New Variant S-92® Helicopter,https://news.lockheedmartin.com/2026-03-06-Sikorsky-Ramps-Up-Production-of-New-Variant-S-92-Helicopter,2026-03-06,
