slug,ticker,title,url,publish_date,publish_time
bio-techne,TECH,Bio-Techne Declares Dividend,https://investors.bio-techne.com/press-releases/detail/538/bio-techne-declares-dividend,2026-08-12,
bio-techne,TECH,Bio-Techne Releases Fourth Quarter Fiscal 2026 Results,https://investors.bio-techne.com/press-releases/detail/537/bio-techne-releases-fourth-quarter-fiscal-2026-results,2026-08-12,
ge-vernova,GEV,"Blue Energy, GE Vernova Hitachi Sign Agreement to Launch Next Phase of Texas Gas-Plus-Nuclear Project",https://www.gevernova.com/news/press-releases/blue-energy-ge-vernova-hitachi-launch-next-phase-gas-plus-nuclear-project,2026-08-12,
home-depot,HD,The Home Depot Announces Interim Management Plans While CEO Takes Temporary Medical Leave,https://ir.homedepot.com/news-releases/2026/08-12-2026-140442024,2026-08-12,
lam-research,LRCX,Lam Research and NY Creates Team Up to Enable Training of University Students for the Semiconductor Workforce,https://newsroom.lamresearch.com/2026-08-12-Lam-Research-and-NY-Creates-Team-Up-to-Enable-Training-of-University-Students-for-the-Semiconductor-Workforce,2026-08-12,
quest-diagnostics,DGX,Quest Diagnostics Declares Quarterly Cash Dividend,https://ir.questdiagnostics.com/press-releases/press-release-details/2026/Quest-Diagnostics-Declares-Quarterly-Cash-Dividend-4fdd359aa/default.aspx,2026-08-12,
robinhood,HOOD,"Robinhood Markets, Inc. Reports July 2026 Operating Data",https://investors.robinhood.com/news-releases/news-release-details/robinhood-markets-inc-reports-july-2026-operating-data,2026-08-12,
sandisk,SNDK,Kioxia and Sandisk Unveil New High-Performance QLC 3D Flash Memory Technology Designed for AI and Data-Intensive Applications,https://investor.sandisk.com/news-releases/news-release-details/kioxia-and-sandisk-unveil-new-high-performance-qlc-3d-flash,2026-08-12,
super-micro,SMCI,Supermicro Announces Participation in Upcoming Investor Events,https://ir.supermicro.com/news/news-details/2026/Supermicro-Announces-Participation-in-Upcoming-Investor-Events-1a2dbc03c/default.aspx,2026-08-12,
thermo-fisher,TMO,Thermo Fisher Scientific Completes Sale of its Microbiology Business to Astorg,https://ir.thermofisher.com/investors/news-events/news/news-details/2026/Thermo-Fisher-Scientific-Completes-Sale-of-its-Microbiology-Business-to-Astorg/default.aspx,2026-08-12,
