slug,ticker,title,url,publish_date,publish_time
generac,GNRC,Generac Promotes Niccolò Borracchini to Executive Vice President - International,https://investors.generac.com/news-releases/news-release-details/generac-promotes-niccolo-borracchini-executive-vice-president,2026-07-06,
ibm,IBM,"Oak Ridge National Lab, Cleveland Clinic, and IBM Achieve First-Known Computations of Fusion Materials on a Quantum Computer","https://newsroom.ibm.com/2026-07-06-oak-ridge-national-lab,-cleveland-clinic,-and-ibm-achieve-first-known-computations-of-fusion-materials-on-a-quantum-computer",2026-07-06,
lockheed-martin,LMT,Lockheed Martin to Acquire Ultra Maritime,https://news.lockheedmartin.com/2026-07-06-Lockheed-Martin-to-Acquire-Ultra-Maritime-Solutions,2026-07-06,
travelers,TRV,Travelers Publishes Its 2025 Sustainability Report,https://investor.travelers.com/newsroom/press-releases/news-details/2026/Travelers-Publishes-Its-2025-Sustainability-Report/default.aspx,2026-07-06,
