slug,ticker,title,url,publish_date,publish_time
allegion,ALLE,Allegion to Attend 2026 Barclays Industrial Select Conference,https://investor.allegion.com/news-and-events/news-releases/2026/02-12-2026-220013531,2026-02-12,
centene,CNC,Ambetter Health Celebrates Completion of New Playground at Southeast Park,https://investors.centene.com/2026-02-12-Ambetter-Health-Celebrates-Completion-of-New-Playground-at-Southeast-Park,2026-02-12,3:22 PM EST
cme,CME,CME Group Declares Annual Variable Dividend and Q1 2026 Quarterly Dividend,https://www.cmegroup.com/content/cmegroup/en/media-room/press-releases/2026/2/12/cme_group_declaresannualvariabledividendandq12026quarterlydivide.html,2026-02-12,
cme,CME,CME Group Inc. Names Slate of Director Nominees,https://www.cmegroup.com/content/cmegroup/en/media-room/press-releases/2026/2/12/cme_group_inc_namesslateofdirectornominees.html,2026-02-12,
cme,CME,CME Group to Launch Four South Asia Edible Oil Futures Contracts,https://www.cmegroup.com/content/cmegroup/en/media-room/press-releases/2026/2/12/cme_group_to_launchfoursouthasiaedibleoilfuturescontracts.html,2026-02-12,
coinbase,COIN,"Coinbase Delivers on Q4 Financial Outlook, Doubles Total Trading Volume and Crypto Trading Volume Market Share in 2025",https://investor.coinbase.com/news/news-details/2026/Coinbase-Delivers-on-Q4-Financial-Outlook-Doubles-Total-Trading-Volume-and-Crypto-Trading-Volume-Market-Share-in-2025/default.aspx,2026-02-12,
lockheed-martin,LMT,Extended‑Range GMLRS Achieves First M270A2 Launch and Completes AW System Qualification Tests,https://news.lockheedmartin.com/2026-02-12-Extended-Range-GMLRS-Achieve-First-M270A2-Launch-and-Completes-AW-System-Qualification-Tests,2026-02-12,
lockheed-martin,LMT,Lockheed Martin and Fujitsu Formalize Industrial Collaboration for Japan Defense,https://news.lockheedmartin.com/2026-02-12-Lockheed-Martin-and-Fujitsu-Formalize-Industrial-Collaboration-for-Japan-Defense,2026-02-12,
marriott-international,MAR,Marriott International Declares Quarterly Cash Dividend,https://marriott.gcs-web.com/news-releases/news-release-details/marriott-international-declares-quarterly-cash-dividend-15,2026-02-12,
seagate,STX,Seagate Announces Exchanges with Holders of $600 Million Principal Amount of Exchangeable Notes,https://investors.seagate.com/news/news-details/2026/Seagate-Announces-Exchanges-with-Holders-of-600-Million-Principal-Amount-of-Exchangeable-Notes/default.aspx,2026-02-12,
