slug,ticker,title,url,publish_date,publish_time
marriott-international,MAR,Marriott International Announces Changes to its Continent Leadership and a Strategic Realignment Across Key Regions,https://marriott.gcs-web.com/news-releases/news-release-details/marriott-international-announces-changes-its-continent,2026-01-09,
molson-coors,TAP,Molson Coors Beverage Company Announces 2025 Fourth Quarter and Full Year Earnings Date and Participation at the 2026 Consumer Analyst Group of New York (CAGNY) Conference,https://ir.molsoncoors.com/news/news-details/2026/Molson-Coors-Beverage-Company-Announces-2025-Fourth-Quarter-and-Full-Year-Earnings-Date-and-Participation-at-the-2026-Consumer-Analyst-Group-of-New-York-CAGNY-Conference/default.aspx,2026-01-09,
