slug,ticker,title,url,publish_date,publish_time
apollo,APO,Apollo to Present at the UBS Financial Services Conference,https://ir.apollo.com/news-events/press-releases/detail/601/apollo-to-present-at-the-ubs-financial-services-conference,2026-02-02,8:00am EST
bio-techne,TECH,Bio-Techne Expands 3D Stem Cell and Organoid Culture Portfolio with a Fully Defined Synthetic Alternative,https://investors.bio-techne.com/press-releases/detail/522/bio-techne-expands-3d-stem-cell-and-organoid-culture,2026-02-02,
centene,CNC,"WellCare of Kentucky Awards Owen County Public Transit $20,000","https://investors.centene.com/2026-02-02-WellCare-of-Kentucky-Awards-Owen-County-Public-Transit-20,000",2026-02-02,7:00 AM EST
ge-vernova,GEV,"GE Vernova completes Prolec GE acquisition, accelerating Electrification segment growth trajectory",https://www.gevernova.com/news/press-releases/ge-vernova-completes-prolec-ge-acquisition,2026-02-02,
ge-vernova,GEV,GE Vernova launches public offering of Senior Notes,https://www.gevernova.com/news/press-releases/ge-vernova-launches-public-offering-senior-notes,2026-02-02,
generac,GNRC,"ecobee Expands SmartBuildings Platform with New Multifamily API, Enhancing Flexibility and Control for Property Operators",https://investors.generac.com/news-releases/news-release-details/ecobee-expands-smartbuildings-platform-new-multifamily-api,2026-02-02,
lam-research,LRCX,Lam Research and CEA-Leti Expand Research and Development Collaboration to Advance Fabrication of Specialty Technologies,https://newsroom.lamresearch.com/2026-02-02-Lam-Research-and-CEA-Leti-Expand-Research-and-Development-Collaboration-to-Advance-Fabrication-of-Specialty-Technologies,2026-02-02,
lockheed-martin,LMT,Lockheed Martin Awarded $328.5 Million Contract to Deliver Legion-ES Systems,https://news.lockheedmartin.com/lockheed-martin-awarded-328-5-million-contract-to-deliver-legion-es-systems,2026-02-02,
lockheed-martin,LMT,"Lockheed Martin Delivers First Sentinel A4 from LRIP 2, Advances Toward Full-Rate Production",https://news.lockheedmartin.com/2026-02-02-Lockheed-Martin-Delivers-First-Sentinel-A4-from-LRIP-2-Advances-Toward-Full-Rate-Production,2026-02-02,
quest-diagnostics,DGX,"Quest Diagnostics Launches Novel Flow Cytometry MRD Blood Test for Myeloma, Enabling Ultrasensitive Detection of Residual Disease",https://ir.questdiagnostics.com/press-releases/press-release-details/2026/Quest-Diagnostics-Launches-Novel-Flow-Cytometry-MRD-Blood-Test-for-Myeloma-Enabling-Ultrasensitive-Detection-of-Residual-Disease/default.aspx,2026-02-02,
teradyne,TER,Teradyne Reports Fourth Quarter and Full Year 2025 Results,https://investors.teradyne.com/news-events/press-releases/detail/433/teradyne-reports-fourth-quarter-and-full-year-2025-results,2026-02-02,4:30 pm EST
